20160310-h10m18s18	0.0	14543.12	6.65086339667	13C
20160310-h10m20s36	0.0	14543.12	6.65086339667	13C
20160310-h10m41s53	0.0	14543.12	6.65086339667	13C
20160310-h13m14s14	0.0	14543.12	6.65086339667	13C
20160310-h13m27s34	0.0	14543.12	6.65086339667	13C
20160310-h13m38s14	0.0	14543.12	6.65086339667	13C
20160310-h13m39s11	0.0	14543.12	6.65086339667	13C
20160310-h13m40s11	0.0	14543.12	6.65086339667	13C
20160310-h13m42s21	0.0	14543.12	6.65086339667	13C
20160310-h13m42s45	0.0	14543.12	6.65086339667	13C
20160310-h13m44s00	0.0	14543.12	6.65086339667	13C
20160316-h16m10s40	0.0	14543.12	6.65086339667	13C
20160316-h16m21s56	0.0	14543.12	6.65086339667	13C
20160316-h16m32s19	0.0	14543.12	6.65086339667	13C
20160316-h16m34s40	0.0	14543.12	6.65086339667	13C
20160316-h16m48s05	0.0	14543.12	6.65086339667	13C
20160316-h16m53s40	0.0	14543.12	6.65086339667	13C
20160317-h13m09s32	0.0	14543.12	6.65086339667	13C
20160317-h13m13s04	0.0	14543.12	6.65086339667	13C
20160317-h14m42s09	0.0	14543.12	6.65086339667	13C
20160317-h14m48s01	0.0	14543.12	6.65086339667	13C
20160317-h14m51s54	0.0	14543.12	6.65086339667	13C
20160317-h14m54s40	0.0	14543.12	6.65086339667	13C
20160317-h14m56s38	0.0	14543.12	6.65086339667	13C
20160317-h15m11s27	0.0	14543.12	6.65086339667	13C
20160318-h18m48s11	0.0	14543.12	6.65086339667	13C
20160321-h10m39s31	0.0	14543.12	6.65086339667	13C
20160628-h13m17s20	0.0	14543.12	6.65063517357	13C
20160706-h19m41s34	0.0	14543.12	6.65062933952	13C
20160727-h12m38s02	0.0	14543.12	6.65063860284	13C
20160815-h18m20s41	0.0	14543.12	6.65070983368	13C
